grid_size,j,k,r0,c0,sr,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,30,1,1,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_real,exp,r,c,spray_time,spray_count,dir,rad,angle,dis,,s0,s0_mag,,s0_min,s0_avg,s0_med,s0_max,s1,s1_mag,,s1_min,s1_avg,s1_med,s1_max,s2,s2_mag,,s2_min,s2_avg,s2_med,s2_max,s3,s3_mag,,s3_min,s3_avg,s3_med,s3_max
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:44:33,8,11,18,12:43:10,0:01:23,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.49,0.22,0.23,,,,
12:44:33,8,11,18,12:43:10,0:01:23,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.49,0.22,0.23,,,,
12:44:34,8,11,18,12:43:10,0:01:24,SE,5.323254219,305,3,,0.32,0.18,0.19,,,,,0.38,0.11,0.12,,,,,0.45,0.08,0.09,,,,,0.49,0.22,0.23,,,,
12:44:34,8,11,18,12:43:10,0:01:24,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.38,0.11,0.12,,,,,0.46,0.09,0.1,,,,,0.5,0.23,0.24,,,,
12:44:35,8,11,18,12:43:10,0:01:25,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.49,0.22,0.23,,,,
12:44:35,8,11,18,12:43:10,0:01:25,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.49,0.22,0.23,,,,
12:44:36,8,11,18,12:43:10,0:01:26,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.47,0.2,0.21,,,,
12:44:36,8,11,18,12:43:10,0:01:26,SE,5.323254219,305,3,,0.3,0.16,0.17,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.47,0.2,0.21,,,,
12:44:37,8,11,18,12:43:10,0:01:27,SE,5.323254219,305,3,,0.29,0.15,0.16,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.46,0.19,0.2,,,,
12:44:37,8,11,18,12:43:10,0:01:27,SE,5.323254219,305,3,,0.29,0.15,0.16,,,,,0.39,0.12,0.13,,,,,0.45,0.08,0.09,,,,,0.45,0.18,0.19,,,,
12:44:38,8,11,18,12:43:10,0:01:28,SE,5.323254219,305,3,,0.29,0.15,0.16,,,,,0.38,0.11,0.12,,,,,0.45,0.08,0.09,,,,,0.45,0.18,0.19,,,,
12:44:38,8,11,18,12:43:10,0:01:28,SE,5.323254219,305,3,,0.29,0.15,0.16,,,,,0.38,0.11,0.12,,,,,0.45,0.08,0.09,,,,,0.44,0.17,0.18,,,,
12:44:39,8,11,18,12:43:10,0:01:29,SE,5.323254219,305,3,,0.29,0.15,0.16,,,,,0.38,0.11,0.12,,,,,0.45,0.08,0.09,,,,,0.44,0.17,0.18,,,,
12:44:39,8,11,18,12:43:10,0:01:29,SE,5.323254219,305,3,,0.3,0.16,0.17,,,,,0.38,0.11,0.12,,,,,0.45,0.08,0.09,,,,,0.43,0.16,0.17,,,,
12:44:40,8,11,18,12:43:10,0:01:30,SE,5.323254219,305,3,,0.3,0.16,0.17,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.43,0.16,0.17,,,,
12:44:40,8,11,18,12:43:10,0:01:30,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.43,0.16,0.17,,,,
12:44:41,8,11,18,12:43:10,0:01:31,SE,5.323254219,305,3,,0.3,0.16,0.17,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.42,0.15,0.16,,,,
12:44:41,8,11,18,12:43:10,0:01:31,SE,5.323254219,305,3,,0.29,0.15,0.16,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.42,0.15,0.16,,,,
12:44:42,8,11,18,12:43:10,0:01:32,SE,5.323254219,305,3,,0.29,0.15,0.16,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.42,0.15,0.16,,,,
12:44:42,8,11,18,12:43:10,0:01:32,SE,5.323254219,305,3,,0.29,0.15,0.16,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.42,0.15,0.16,,,,
12:44:43,8,11,18,12:43:10,0:01:33,SE,5.323254219,305,3,,0.29,0.15,0.16,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.41,0.14,0.15,,,,
12:44:43,8,11,18,12:43:10,0:01:33,SE,5.323254219,305,3,,0.28,0.14,0.15,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:44,8,11,18,12:43:10,0:01:34,SE,5.323254219,305,3,,0.28,0.14,0.15,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.41,0.14,0.15,,,,
12:44:44,8,11,18,12:43:10,0:01:34,SE,5.323254219,305,3,,0.27,0.13,0.14,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.41,0.14,0.15,,,,
12:44:45,8,11,18,12:43:10,0:01:35,SE,5.323254219,305,3,,0.27,0.13,0.14,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:45,8,11,18,12:43:10,0:01:35,SE,5.323254219,305,3,,0.27,0.13,0.14,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.42,0.15,0.16,,,,
12:44:46,8,11,18,12:43:10,0:01:36,SE,5.323254219,305,3,,0.27,0.13,0.14,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.42,0.15,0.16,,,,
12:44:46,8,11,18,12:43:10,0:01:36,SE,5.323254219,305,3,,0.27,0.13,0.14,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:47,8,11,18,12:43:10,0:01:37,SE,5.323254219,305,3,,0.28,0.14,0.15,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.42,0.15,0.16,,,,
12:44:47,8,11,18,12:43:10,0:01:37,SE,5.323254219,305,3,,0.29,0.15,0.16,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:48,8,11,18,12:43:10,0:01:38,SE,5.323254219,305,3,,0.3,0.16,0.17,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:48,8,11,18,12:43:10,0:01:38,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:49,8,11,18,12:43:10,0:01:39,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:49,8,11,18,12:43:10,0:01:39,SE,5.323254219,305,3,,0.32,0.18,0.19,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:50,8,11,18,12:43:10,0:01:40,SE,5.323254219,305,3,,0.32,0.18,0.19,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:50,8,11,18,12:43:10,0:01:40,SE,5.323254219,305,3,,0.32,0.18,0.19,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:51,8,11,18,12:43:10,0:01:41,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.4,0.13,0.14,,,,
12:44:51,8,11,18,12:43:10,0:01:41,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.4,0.13,0.14,,,,
12:44:52,8,11,18,12:43:10,0:01:42,SE,5.323254219,305,3,,0.34,0.2,0.21,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.4,0.13,0.14,,,,
12:44:52,8,11,18,12:43:10,0:01:42,SE,5.323254219,305,3,,0.34,0.2,0.21,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.4,0.13,0.14,,,,
12:44:53,8,11,18,12:43:10,0:01:43,SE,5.323254219,305,3,,0.34,0.2,0.21,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.39,0.12,0.13,,,,
12:44:53,8,11,18,12:43:10,0:01:43,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.39,0.12,0.13,,,,
12:44:54,8,11,18,12:43:10,0:01:44,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.39,0.12,0.13,,,,
12:44:55,8,11,18,12:43:10,0:01:45,SE,5.323254219,305,3,,0.32,0.18,0.19,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.39,0.12,0.13,,,,
12:44:55,8,11,18,12:43:10,0:01:45,SE,5.323254219,305,3,,0.32,0.18,0.19,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.39,0.12,0.13,,,,
12:44:55,8,11,18,12:43:10,0:01:45,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.39,0.12,0.13,,,,
12:44:56,8,11,18,12:43:10,0:01:46,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.39,0.12,0.13,,,,
12:44:56,8,11,18,12:43:10,0:01:46,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.39,0.12,0.13,,,,
12:44:57,8,11,18,12:43:10,0:01:47,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.39,0.12,0.13,,,,
12:44:57,8,11,18,12:43:10,0:01:47,SE,5.323254219,305,3,,0.3,0.16,0.17,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.4,0.13,0.14,,,,
12:44:58,8,11,18,12:43:10,0:01:48,SE,5.323254219,305,3,,0.3,0.16,0.17,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:59,8,11,18,12:43:10,0:01:49,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.41,0.14,0.15,,,,
12:44:59,8,11,18,12:43:10,0:01:49,SE,5.323254219,305,3,,0.3,0.16,0.17,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.42,0.15,0.16,,,,
12:45:00,8,11,18,12:43:10,0:01:50,SE,5.323254219,305,3,,0.3,0.16,0.17,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.42,0.15,0.16,,,,
12:45:00,8,11,18,12:43:10,0:01:50,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.43,0.16,0.17,,,,
12:45:01,8,11,18,12:43:10,0:01:51,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.43,0.16,0.17,,,,
12:45:01,8,11,18,12:43:10,0:01:51,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.43,0.16,0.17,,,,
12:45:02,8,11,18,12:43:10,0:01:52,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.42,0.15,0.16,,,,
12:45:02,8,11,18,12:43:10,0:01:52,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.42,0.15,0.16,,,,
12:45:03,8,11,18,12:43:10,0:01:53,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.42,0.15,0.16,,,,
12:45:03,8,11,18,12:43:10,0:01:53,SE,5.323254219,305,3,,0.32,0.18,0.19,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.43,0.16,0.17,,,,
12:45:04,8,11,18,12:43:10,0:01:54,SE,5.323254219,305,3,,0.32,0.18,0.19,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.44,0.17,0.18,,,,
12:45:04,8,11,18,12:43:10,0:01:54,SE,5.323254219,305,3,,0.32,0.18,0.19,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.45,0.18,0.19,,,,
12:45:05,8,11,18,12:43:10,0:01:55,SE,5.323254219,305,3,,0.32,0.18,0.19,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.46,0.19,0.2,,,,
12:45:05,8,11,18,12:43:10,0:01:55,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.47,0.2,0.21,,,,
12:45:06,8,11,18,12:43:10,0:01:56,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.48,0.21,0.22,,,,
12:45:06,8,11,18,12:43:10,0:01:56,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.49,0.22,0.23,,,,
12:45:07,8,11,18,12:43:10,0:01:57,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.38,0.11,0.12,,,,,0.45,0.08,0.09,,,,,0.49,0.22,0.23,,,,
12:45:07,8,11,18,12:43:10,0:01:57,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.38,0.11,0.12,,,,,0.45,0.08,0.09,,,,,0.49,0.22,0.23,,,,
12:45:08,8,11,18,12:43:10,0:01:58,SE,5.323254219,305,3,,0.34,0.2,0.21,,,,,0.38,0.11,0.12,,,,,0.45,0.08,0.09,,,,,0.49,0.22,0.23,,,,
12:45:08,8,11,18,12:43:10,0:01:58,SE,5.323254219,305,3,,0.35,0.21,0.22,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.49,0.22,0.23,,,,
12:45:09,8,11,18,12:43:10,0:01:59,SE,5.323254219,305,3,,0.35,0.21,0.22,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.49,0.22,0.23,,,,
12:45:09,8,11,18,12:43:10,0:01:59,SE,5.323254219,305,3,,0.35,0.21,0.22,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.49,0.22,0.23,,,,
12:45:10,8,11,18,12:43:10,0:02:00,SE,5.323254219,305,3,,0.36,0.22,0.23,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.5,0.23,0.24,,,,
12:45:10,8,11,18,12:43:10,0:02:00,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.5,0.23,0.24,,,,
12:45:11,8,11,18,12:43:10,0:02:01,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.5,0.23,0.24,,,,
12:45:11,8,11,18,12:43:10,0:02:01,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.5,0.23,0.24,,,,
12:45:12,8,11,18,12:43:10,0:02:02,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.4,0.13,0.14,,,,,0.46,0.09,0.1,,,,,0.5,0.23,0.24,,,,
12:45:12,8,11,18,12:43:10,0:02:02,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.4,0.13,0.14,,,,,0.46,0.09,0.1,,,,,0.51,0.24,0.25,,,,
12:45:13,8,11,18,12:43:10,0:02:03,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.4,0.13,0.14,,,,,0.47,0.1,0.11,,,,,0.51,0.24,0.25,,,,
12:45:13,8,11,18,12:43:10,0:02:03,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.4,0.13,0.14,,,,,0.47,0.1,0.11,,,,,0.51,0.24,0.25,,,,
12:45:14,8,11,18,12:43:10,0:02:04,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.41,0.14,0.15,,,,,0.47,0.1,0.11,,,,,0.51,0.24,0.25,,,,
12:45:14,8,11,18,12:43:10,0:02:04,SE,5.323254219,305,3,,0.36,0.22,0.23,,,,,0.41,0.14,0.15,,,,,0.47,0.1,0.11,,,,,0.51,0.24,0.25,,,,
12:45:15,8,11,18,12:43:10,0:02:05,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.41,0.14,0.15,,,,,0.47,0.1,0.11,,,,,0.51,0.24,0.25,,,,
12:45:15,8,11,18,12:43:10,0:02:05,SE,5.323254219,305,3,,0.36,0.22,0.23,,,,,0.41,0.14,0.15,,,,,0.47,0.1,0.11,,,,,0.51,0.24,0.25,,,,
12:45:16,8,11,18,12:43:10,0:02:06,SE,5.323254219,305,3,,0.36,0.22,0.23,,,,,0.41,0.14,0.15,,,,,0.47,0.1,0.11,,,,,0.51,0.24,0.25,,,,
12:45:16,8,11,18,12:43:10,0:02:06,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.41,0.14,0.15,,,,,0.47,0.1,0.11,,,,,0.51,0.24,0.25,,,,
12:45:17,8,11,18,12:43:10,0:02:07,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.42,0.15,0.16,,,,,0.48,0.11,0.12,,,,,0.5,0.23,0.24,,,,
12:45:17,8,11,18,12:43:10,0:02:07,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.42,0.15,0.16,,,,,0.48,0.11,0.12,,,,,0.5,0.23,0.24,,,,
12:45:18,8,11,18,12:43:10,0:02:08,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.42,0.15,0.16,,,,,0.48,0.11,0.12,,,,,0.49,0.22,0.23,,,,
12:45:18,8,11,18,12:43:10,0:02:08,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.42,0.15,0.16,,,,,0.48,0.11,0.12,,,,,0.49,0.22,0.23,,,,
12:45:19,8,11,18,12:43:10,0:02:09,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.43,0.16,0.17,,,,,0.48,0.11,0.12,,,,,0.49,0.22,0.23,,,,
12:45:19,8,11,18,12:43:10,0:02:09,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.42,0.15,0.16,,,,,0.48,0.11,0.12,,,,,0.49,0.22,0.23,,,,
12:45:20,8,11,18,12:43:10,0:02:10,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.43,0.16,0.17,,,,,0.48,0.11,0.12,,,,,0.49,0.22,0.23,,,,
12:45:20,8,11,18,12:43:10,0:02:10,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.43,0.16,0.17,,,,,0.48,0.11,0.12,,,,,0.49,0.22,0.23,,,,
12:45:21,8,11,18,12:43:10,0:02:11,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.43,0.16,0.17,,,,,0.48,0.11,0.12,,,,,0.49,0.22,0.23,,,,
12:45:21,8,11,18,12:43:10,0:02:11,SE,5.323254219,305,3,,0.36,0.22,0.23,,,,,0.42,0.15,0.16,,,,,0.48,0.11,0.12,,,,,0.49,0.22,0.23,,,,
12:45:22,8,11,18,12:43:10,0:02:12,SE,5.323254219,305,3,,0.36,0.22,0.23,,,,,0.42,0.15,0.16,,,,,0.48,0.11,0.12,,,,,0.49,0.22,0.23,,,,
12:45:22,8,11,18,12:43:10,0:02:12,SE,5.323254219,305,3,,0.36,0.22,0.23,,,,,0.42,0.15,0.16,,,,,0.47,0.1,0.11,,,,,0.5,0.23,0.24,,,,
12:45:23,8,11,18,12:43:10,0:02:13,SE,5.323254219,305,3,,0.36,0.22,0.23,,,,,0.41,0.14,0.15,,,,,0.47,0.1,0.11,,,,,0.49,0.22,0.23,,,,
12:45:23,8,11,18,12:43:10,0:02:13,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.41,0.14,0.15,,,,,0.47,0.1,0.11,,,,,0.5,0.23,0.24,,,,
12:45:24,8,11,18,12:43:10,0:02:14,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.4,0.13,0.14,,,,,0.47,0.1,0.11,,,,,0.5,0.23,0.24,,,,
12:45:24,8,11,18,12:43:10,0:02:14,SE,5.323254219,305,3,,0.38,0.24,0.25,,,,,0.4,0.13,0.14,,,,,0.46,0.09,0.1,,,,,0.5,0.23,0.24,,,,
12:45:25,8,11,18,12:43:10,0:02:15,SE,5.323254219,305,3,,0.39,0.25,0.26,,,,,0.39,0.12,0.13,,,,,0.46,0.09,0.1,,,,,0.49,0.22,0.23,,,,
12:45:25,8,11,18,12:43:10,0:02:15,SE,5.323254219,305,3,,0.4,0.26,0.27,,,,,0.38,0.11,0.12,,,,,0.46,0.09,0.1,,,,,0.49,0.22,0.23,,,,
12:45:26,8,11,18,12:43:10,0:02:16,SE,5.323254219,305,3,,0.4,0.26,0.27,,,,,0.38,0.11,0.12,,,,,0.45,0.08,0.09,,,,,0.49,0.22,0.23,,,,
12:45:26,8,11,18,12:43:10,0:02:16,SE,5.323254219,305,3,,0.41,0.27,0.28,,,,,0.38,0.11,0.12,,,,,0.45,0.08,0.09,,,,,0.49,0.22,0.23,,,,
12:45:27,8,11,18,12:43:10,0:02:17,SE,5.323254219,305,3,,0.41,0.27,0.28,,,,,0.37,0.1,0.11,,,,,0.45,0.08,0.09,,,,,0.47,0.2,0.21,,,,
12:45:27,8,11,18,12:43:10,0:02:17,SE,5.323254219,305,3,,0.41,0.27,0.28,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.48,0.21,0.22,,,,
12:45:28,8,11,18,12:43:10,0:02:18,SE,5.323254219,305,3,,0.42,0.28,0.29,,,,,0.37,0.1,0.11,,,,,0.44,0.07,0.08,,,,,0.48,0.21,0.22,,,,
12:45:28,8,11,18,12:43:10,0:02:18,SE,5.323254219,305,3,,0.42,0.28,0.29,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.49,0.22,0.23,,,,
12:45:29,8,11,18,12:43:10,0:02:19,SE,5.323254219,305,3,,0.42,0.28,0.29,,,,,0.36,0.09,0.1,,,,,0.43,0.06,0.07,,,,,0.49,0.22,0.23,,,,
12:45:29,8,11,18,12:43:10,0:02:19,SE,5.323254219,305,3,,0.42,0.28,0.29,,,,,0.36,0.09,0.1,,,,,0.44,0.07,0.08,,,,,0.5,0.23,0.24,,,,
12:45:30,8,11,18,12:43:10,0:02:20,SE,5.323254219,305,3,,0.42,0.28,0.29,,,,,0.35,0.08,0.09,,,,,0.43,0.06,0.07,,,,,0.5,0.23,0.24,,,,
12:45:30,8,11,18,12:43:10,0:02:20,SE,5.323254219,305,3,,0.42,0.28,0.29,,,,,0.35,0.08,0.09,,,,,0.43,0.06,0.07,,,,,0.5,0.23,0.24,,,,
12:45:31,8,11,18,12:43:10,0:02:21,SE,5.323254219,305,3,,0.43,0.29,0.3,,,,,0.35,0.08,0.09,,,,,0.43,0.06,0.07,,,,,0.51,0.24,0.25,,,,
12:45:31,8,11,18,12:43:10,0:02:21,SE,5.323254219,305,3,,0.42,0.28,0.29,,,,,0.35,0.08,0.09,,,,,0.43,0.06,0.07,,,,,0.51,0.24,0.25,,,,
12:45:32,8,11,18,12:43:10,0:02:22,SE,5.323254219,305,3,,0.42,0.28,0.29,,,,,0.35,0.08,0.09,,,,,0.43,0.06,0.07,,,,,0.51,0.24,0.25,,,,
12:45:32,8,11,18,12:43:10,0:02:22,SE,5.323254219,305,3,,0.42,0.28,0.29,,,,,0.34,0.07,0.08,,,,,0.43,0.06,0.07,,,,,0.51,0.24,0.25,,,,
12:45:33,8,11,18,12:43:10,0:02:23,SE,5.323254219,305,3,,0.41,0.27,0.28,,,,,0.34,0.07,0.08,,,,,0.43,0.06,0.07,,,,,0.51,0.24,0.25,,,,
12:45:33,8,11,18,12:43:10,0:02:23,SE,5.323254219,305,3,,0.39,0.25,0.26,,,,,0.34,0.07,0.08,,,,,0.43,0.06,0.07,,,,,0.51,0.24,0.25,,,,
12:45:34,8,11,18,12:43:10,0:02:24,SE,5.323254219,305,3,,0.39,0.25,0.26,,,,,0.34,0.07,0.08,,,,,0.42,0.05,0.06,,,,,0.51,0.24,0.25,,,,
12:45:34,8,11,18,12:43:10,0:02:24,SE,5.323254219,305,3,,0.38,0.24,0.25,,,,,0.33,0.06,0.07,,,,,0.42,0.05,0.06,,,,,0.51,0.24,0.25,,,,
12:45:35,8,11,18,12:43:10,0:02:25,SE,5.323254219,305,3,,0.37,0.23,0.24,,,,,0.33,0.06,0.07,,,,,0.42,0.05,0.06,,,,,0.5,0.23,0.24,,,,
12:45:35,8,11,18,12:43:10,0:02:25,SE,5.323254219,305,3,,0.36,0.22,0.23,,,,,0.33,0.06,0.07,,,,,0.42,0.05,0.06,,,,,0.5,0.23,0.24,,,,
12:45:36,8,11,18,12:43:10,0:02:26,SE,5.323254219,305,3,,0.35,0.21,0.22,,,,,0.33,0.06,0.07,,,,,0.41,0.04,0.05,,,,,0.49,0.22,0.23,,,,
12:45:36,8,11,18,12:43:10,0:02:26,SE,5.323254219,305,3,,0.34,0.2,0.21,,,,,0.33,0.06,0.07,,,,,0.41,0.04,0.05,,,,,0.48,0.21,0.22,,,,
12:45:37,8,11,18,12:43:10,0:02:27,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.33,0.06,0.07,,,,,0.41,0.04,0.05,,,,,0.47,0.2,0.21,,,,
12:45:37,8,11,18,12:43:10,0:02:27,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.33,0.06,0.07,,,,,0.41,0.04,0.05,,,,,0.46,0.19,0.2,,,,
12:45:38,8,11,18,12:43:10,0:02:28,SE,5.323254219,305,3,,0.33,0.19,0.2,,,,,0.33,0.06,0.07,,,,,0.41,0.04,0.05,,,,,0.45,0.18,0.19,,,,
12:45:38,8,11,18,12:43:10,0:02:28,SE,5.323254219,305,3,,0.32,0.18,0.19,,,,,0.33,0.06,0.07,,,,,0.41,0.04,0.05,,,,,0.45,0.18,0.19,,,,
12:45:39,8,11,18,12:43:10,0:02:29,SE,5.323254219,305,3,,0.31,0.17,0.18,,,,,0.33,0.06,0.07,,,,,0.41,0.04,0.05,,,,,0.44,0.17,0.18,,,,
12:45:39,8,11,18,12:43:10,0:02:29,SE,5.323254219,305,3,,0.3,0.16,0.17,,,,,0.33,0.06,0.07,,,,,0.41,0.04,0.05,,,,,0.43,0.16,0.17,,,,
12:45:40,8,11,18,12:43:10,0:02:30,SE,5.323254219,305,3,,0.29,0.15,0.16,,,,,0.33,0.06,0.07,,,,,0.41,0.04,0.05,,,,,0.43,0.16,0.17,,,,
