-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-1.965714286,-1.931428571,-1.897142857,-1.862857143,-1.828571429,-1.794285714,-1.76,-2,-2,-2,-2,-2,-2,-1.76,-2,-2,-2,-2,-2,-2,-1.76,-1.82,-1.88,-1.94,-2,-2
-2,-2,-1.935,-1.87,-1.805,-1.74,-1.675,-1.61,-1.545,-1.48,-1.6,-1.64,-1.66,-1.672,-1.68,-1.48,-1.68,-1.672,-1.66,-1.64,-1.6,-1.48,-1.584,-1.688,-1.792,-1.896,-2,-2
-2,-2,-1.911111111,-1.822222222,-1.733333333,-1.644444444,-1.555555556,-1.466666667,-1.377777778,-1.288888889,-1.2,-1.28,-1.32,-1.344,-1.36,-1.2,-1.36,-1.344,-1.32,-1.28,-1.2,-1.333333333,-1.466666667,-1.6,-1.733333333,-1.866666667,-2,-2
-2,-2,-1.892,-1.784,-1.676,-1.568,-1.46,-1.352,-1.244,-1.136,-1.028,-0.92,-0.98,-1.016,-1.04,-0.92,-1.04,-1.016,-0.98,-0.92,-1.074285714,-1.228571429,-1.382857143,-1.537142857,-1.691428571,-1.845714286,-2,-2
-2,-2,-1.876363636,-1.752727273,-1.629090909,-1.505454545,-1.381818182,-1.258181818,-1.134545455,-1.010909091,-0.887272727,-0.763636364,-0.64,-0.688,-0.72,-0.64,-0.72,-0.688,-0.64,-0.81,-0.98,-1.15,-1.32,-1.49,-1.66,-1.83,-2,-2
-2,-2,-1.863333333,-1.726666667,-1.59,-1.453333333,-1.316666667,-1.18,-1.043333333,-0.906666667,-0.77,-0.633333333,-0.496666667,-0.36,-0.4,-0.36,-0.4,-0.36,-0.542222222,-0.724444444,-0.906666667,-1.088888889,-1.271111111,-1.453333333,-1.635555556,-1.817777778,-2,-2
-2,-2,-1.852307692,-1.704615385,-1.556923077,-1.409230769,-1.261538462,-1.113846154,-0.966153846,-0.818461538,-0.670769231,-0.523076923,-0.375384615,-0.227692308,-0.08,-0.08,-0.08,-0.272,-0.464,-0.656,-0.848,-1.04,-1.232,-1.424,-1.616,-1.808,-2,-2
-2,-1.865,-1.73,-1.595,-1.46,-1.325,-1.19,-1.055,-0.92,-0.785,-0.65,-0.515,-0.38,-0.245,-0.11,0.2,-0.02,-0.2,-0.38,-0.56,-0.74,-0.92,-1.1,-1.28,-1.46,-1.64,-1.82,-2
-2,-2,-1.852307692,-1.704615385,-1.556923077,-1.409230769,-1.261538462,-1.113846154,-0.966153846,-0.818461538,-0.670769231,-0.523076923,-0.375384615,-0.227692308,-0.08,-0.08,-0.08,-0.272,-0.464,-0.656,-0.848,-1.04,-1.232,-1.424,-1.616,-1.808,-2,-2
-2,-1.931666667,-1.863333333,-1.726666667,-1.59,-1.453333333,-1.316666667,-1.18,-1.043333333,-0.906666667,-0.77,-0.633333333,-0.496666667,-0.36,-0.4,-0.36,-0.4,-0.36,-0.542222222,-0.724444444,-0.906666667,-1.088888889,-1.271111111,-1.453333333,-1.635555556,-1.817777778,-2,-2
-2,-1.938181818,-1.876363636,-1.752727273,-1.629090909,-1.505454545,-1.381818182,-1.258181818,-1.134545455,-1.010909091,-0.887272727,-0.763636364,-0.64,-0.688,-0.72,-0.64,-0.72,-0.688,-0.64,-0.81,-0.98,-1.15,-1.32,-1.49,-1.66,-1.83,-2,-2
-2,-1.946,-1.892,-1.784,-1.676,-1.568,-1.46,-1.352,-1.244,-1.136,-1.028,-0.92,-0.98,-1.016,-1.04,-0.92,-1.04,-1.016,-0.98,-0.92,-1.074285714,-1.228571429,-1.382857143,-1.537142857,-1.691428571,-1.845714286,-2,-2
-2,-1.955555556,-1.911111111,-1.822222222,-1.733333333,-1.644444444,-1.555555556,-1.466666667,-1.377777778,-1.288888889,-1.2,-1.28,-1.32,-1.344,-1.36,-1.2,-1.36,-1.344,-1.32,-1.28,-1.2,-1.333333333,-1.466666667,-1.6,-1.733333333,-1.866666667,-2,-2
-2,-1.9675,-1.935,-1.87,-1.805,-1.74,-1.675,-1.61,-1.545,-1.48,-1.6,-1.64,-1.66,-1.672,-1.68,-1.48,-1.68,-1.672,-1.66,-1.64,-1.6,-1.48,-1.584,-1.688,-1.792,-1.896,-2,-2
-2,-1.982857143,-1.965714286,-1.931428571,-1.897142857,-1.862857143,-1.828571429,-1.794285714,-1.76,-2,-2,-2,-2,-2,-2,-1.76,-2,-2,-2,-2,-2,-2,-1.76,-1.82,-1.88,-1.94,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
